id,category,bank_hint,hit@5,hit@10,top1_hit,top1_score,n_docs,question,hit_keywords
R15,rejection,standards,False,False,False,0.0,0,机房柴油发电机排烟管道防火包覆厚度如何确定？,
R13,rejection,industry_docs,False,False,False,0.0,0,政府办公楼电梯维保费用应按哪个造价定额计取？,
R09,rejection,all,False,False,False,0.0,0,NBA历史上迈克尔·乔丹为什么被称为篮球之神,
R24,rejection,standards,False,False,False,0.6286454628358107,1,数据中心PUE达到1.25能申请多少财政补贴？,
R26,rejection,standards,False,False,False,0.8992451647832397,1,GB50174-2025版相比2017版温度条款有哪些变化？,
R19,rejection,standards,False,False,False,1.5972183450374449,1,等保二级和三级测评的官方收费标准分别是多少？,
R08,rejection,all,False,False,False,0.0,0,如何在家制作提拉米苏甜点,
R25,rejection,industry_docs,False,False,False,1.4922421109533182,2,学校礼堂混响时间不达标的整改施工预算每平方米多少钱？,
R11,rejection,standards,False,False,False,1.607185747122345,2,请给出消防泵房气体灭火系统的设计参数和喷头布置要求,
R02,rejection,all,False,False,False,0.0,0,感冒发烧应该吃什么药比较好,
NR06,rejection,standards,False,False,False,0.0,0,如何用Python实现神经网络？,
NR09,rejection,standards,False,False,False,0.0,0,帮我写一封商务邮件模板,
NR08,rejection,standards,False,False,False,0.44110166062996337,1,高血压患者日常饮食有什么注意事项,
NR15,rejection,standards,False,False,False,0.8675295600078852,2,医院手术室的气体灭火系统应该如何配置？,
NR14,rejection,standards,False,False,False,1.6775072994501194,1,普通办公楼机房的防火分区应该怎么设计？,
R20,rejection,standards,False,False,False,1.70090314189829,1,政务云数据中心机柜租赁每U每月多少钱？,
R04,rejection,all,False,False,False,0.0,0,世界杯足球赛历史上夺冠次数最多的是哪个国家,
R10,rejection,all,False,False,False,0.0,0,电影《泰坦尼克号》的结局为什么让人感动,
R12,rejection,standards,False,False,False,0.0,0,等保三级项目中食堂消费系统是否必须纳入测评范围？,
NR17,rejection,standards,False,False,False,0.6472680116821743,2,所有工业厂房的消防报警系统都应该如何设置？,
R14,rejection,standards,False,False,False,1.6150641813141395,1,请说明政务大厅玻璃幕墙的隔声降噪设计应满足哪些声学指标,
R21,rejection,industry_docs,False,False,False,0.0,0,政府投资项目概算审核的咨询费按项目金额分档比例是多少？,
R07,rejection,all,False,False,False,0.436899110531598,1,高血压患者日常饮食需要注意哪些事项,
NR07,rejection,standards,False,False,False,0.0,0,2025年A股市场走势预测,
R18,rejection,standards,False,False,False,1.6474482695925723,4,请给出政务服务中心背景音乐系统的扬声器功率和验收方法,
NR16,rejection,standards,False,False,False,1.705722672088431,1,如果一个数据中心没有严格按标准建设，能否通过增加灭火器来满足消防要求？,
R03,rejection,all,False,False,False,0.0,8,红烧肉怎么做才好吃,
R01,rejection,all,False,False,False,0.0,0,莎士比亚的《哈姆雷特》主要讲了什么故事,
fee_v7_010,rejection,out_of_scope,False,False,False,0.0,1,餐饮行业软件验收测评费按省电子政务工程造价指导书表5-49应该收多少？,
R05,rejection,all,False,False,False,0.0,0,周杰伦的《七里香》歌词表达了什么情感,
